,Title,Maker,Identification_Numbers,Categories,Entities,Acquisition_and_Important_Dates,Description,Dating,School_or_Style,Materials_Used_in_Production,Website
423,NA,"Potter: Brackley, Thomas (Probably)",Accession number: GL.C.44-1928|Primary reference Number: 77068|Old object number: 3006|Stable URI,Lead-glazed earthenware,Harvest-bottle|Slipware|Blackware,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Red earthenware, slip-coated in dark brown under lead glaze. In the form of a barrel. Incised on one side with a tree growing from a tub, with the inscription 'Buckland Common 1793'. On one end the initials and date 'TB 1793', also incised.",Late 18th century|George III|Production date: AD 1793,NA,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77068
424,NA,Production: Unidentified Harlow pottery (Probably),Accession number: GL.C.43-1928|Primary reference Number: 77067|Old object number: 2959|Stable URI,Lead-glazed earthenware,Plate|Slipware|Metropolitan slipware,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Earthenware with white slip-trailed decoration in high-relief under lead glaze. Circular with wide slanting rim, and unglazed back. In the middle is a floral spray, and on the rim, formal palm-branches alternating with dots arranged in lozenges.",Mid 17th century|Circa 1630 CE - 1670 CE,NA,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77067
425,NA,Pottery: Unidentified Harlow pottery (Probably),Accession number: GL.C.42-1928|Primary reference Number: 77066|Glaisher MS Catalogue: 2961|Stable URI,Lead-glazed earthenware,Mug|Slipware|Metropolitan slipware,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Earthenware with white slip-trailed decoration under yellowish lead-glaze. Barrel-shaped mug with reeding at the base and near the top, and a loop handle. It is decorated with three tongue-shaped motives divided by a vertical line, pointing alternatley upwards and downwards, and edged with short parallel strokes.",Mid 17th century|Circa 1630 CE - 1670 CE,NA,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77066
426,Plinth for Owl punch bowl,Pottery: Martin Brothers,Accession number: C.41B-1928|Primary reference Number: 77065|Old entry number: 4451|Stable URI,Stoneware|Salt-glazed stoneware|Art Pottery|Martin ware,Plinth,"Method of acquisition: Bequeathed (1928) by Glaisher, J.W.L.","Carved, salt-glazed stoneware plinth Square, carved and unglazed pedestal (almost a cube), with three arched pillars over an openwork oval trellis pattern on each of its sides. The corners are filled with a carved pattern which mimics the oval trellis. There are incised outlines to the main edges, and traces of tool markings and brown, blue and green colours on the sides. The top is flat and undecorated, except for the maker’s name incised in script; it has a waisted and chamfered edge, 4cm deep. The bottom is roughly made with a large circular hole in the middle. The whole is discoloured and marked as if it has been stored outside.",Early 20th century|Edwardian|Production date: AD 1903 : The owl which stands on the plinth is dated 1903,Art Pottery,Stoneware,https://data.fitzmuseum.cam.ac.uk/id/object/77065
427,NA,Production: Unknown,Accession number: GL.C.4-1928|Primary reference Number: 77064|Old object number: 793|Stable URI,Lead-glazed earthenware,Jug|baluster jug,"Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Part of a baluster jug, with the neck missing. Pale buff fabric partially covered with green lead glaze. Elongated oviform with wide spreading base. The loop handle has the impression of a finger and thumb on either side, at the top.",Late 13th Century|Early 15th Century|Circa 1275 CE - 1425 CE,Medieval,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77064
428,NA,Production: Unknown (Probably),Accession number: GL.C.41-1928|Primary reference Number: 77063|Glaisher MS Catalogue: 2205|Stable URI,Lead-glazed earthenware,Jug|Slipware,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Red earthenware with cream slip-trailed decoration appearing yellow under lead glaze. Ovoid body with short neck pinched into a lip at the front, and a loop handle. The all over decoration consists of rough volutes, dotted rosettes, fronds and arched and wavy lines.",17th Century|Circa 1630 CE - 1670 CE,NA,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77063
429,NA,Production: Unidentified Harlow pottery (Probably),Accession number: Gl.C.40-1928|Primary reference Number: 77061|Glaisher MS Catalogue: 2822|Stable URI,Lead-glazed earthenware|Metropolitan slipware|Slipware,Jug,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Red earthenware, thrown, with cream slip-trailed decoration under lead glaze. Oviform body, with a short flaring neck and loop handle. The body is decorated with formal fronds and fleur-de-lys, and the neck has interlaced wavy lines.",Mid 17th century|Charles I|Commonwealth|Charles II|Circa 1635 CE - 1665 CE,NA,not base Lead-glaze|Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77061
430,NA,Production: Unidentified Harlow pottery (Probably),Accession number: GL.C.39-1928|Primary reference Number: 77060|Glaisher MS Catalogue: 2962|Stable URI,Lead-glazed earthenware|Metropolitan slipware|Slipware,Jug,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Jug. Earthenware with slip-trailed decoration under lead glaze. Pear-shaped body, decorated with rough star-like motives. Handle missing.",17th Century|Circa 1600 CE - 1700 CE,NA,Lead-glaze,https://data.fitzmuseum.cam.ac.uk/id/object/77060
431,NA,Production: Unidentified Harlow pottery (Probably),Accession number: GL.C.37-1928|Primary reference Number: 77058|Glaisher MS Catalogue: 2958|Stable URI,Lead-glazed earthenware|Metropolitan slipware|Slipware,Jug,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Jug. Earthenware with slip-trailed decoration under lead glaze. Oviform body with a wide straight neck. Round the body, the inscription 'REMEMBER GOD', below a border of volutes.",17th Century|Circa 1600 CE - 1700 CE,NA,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77058
432,NA,Production: Unidentified Harlow pottery (Probably),Accession number: Gl.C.36-1928|Primary reference Number: 77056|Glaisher MS Catalogue: 3972|Stable URI,Lead-glazed earthenware|Metropolitan slipware|Slipware,Bottle|Flask,"Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Red earthenware with cream slip-trailed decoration under lead glaze. Square-shaped, tapering slightly towards the rounded shoulders in which there is a circular hole. Covered in a trailed inscription 'IAMES: WANEL: ND/ FEARE GOD THE LORD/ AND FAST AND PRAY/ *ABCDEFGHIKLMTHE'.",Mid 17th century|Circa 1635 CE - 1665 CE,NA,not base Lead-glaze|Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77056
433,NA,Production: Unidentified Harlow pottery (Probably),Accession number: Gl.C.35-1928|Primary reference Number: 77055|Glaisher MS Catalogue: 2957|Stable URI,Lead-glazed earthenware|Slipware|Metropolitan slipware,Pipkin,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Red earthenware with dark cream slip-trailed decoration under yellowish lead glaze, which does not cover the base inside. Circular with carinated sides and everted rim, standing on a low foot. The mouth is pinched up at one side to form a lip, at right angles to the handle, now missing apart from the stump. Round the upper part, above a wavy line, is the trailed inscription 'FAST AND PRAY 1650 W'",Mid 17th century|Commonwealth|Production date: AD 1650 : dated,NA,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77055
434,NA,Production: Unidentified Harlow pottery (Probably),Accession number: Gl.C.34-1928|Primary reference Number: 77054|Glaisher MS Catalogue: 4806|Stable URI,Lead-glazed earthenware|Metropolitan slipware|Slipware,Puzzle jug,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Puzzle jug. Red earthenware, thrown, pierced, and decorated with white slip-trailing under a yellow lead glaze. Ovoid body with a cylindrical neck pierced by slits and circular holes. The loop handle forms a tube connecting with three sucking-spouts (one missing) on the rim. Decorated on the front the initials 'SL' inscribed over the date '1632', flanked by star motives.",17th Century|Production date: AD 1632 : dated,NA,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77054
435,NA,Unknown,Accession number: GL.C.33-1928|Primary reference Number: 77053|Glaisher MS Catalogue: 3801|Stable URI,Lead-glazed earthenware,Puzzle jug,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Bulbous puzzle jug. Earthenware, thrown, pierced, and covered in a green lead glaze. Loop handle, and sucking spout at front of rim.",17th Century|Circa 1600 - 1700,NA,base? Lead-glaze|Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77053
436,NA,Production: Unknown,Accession number: Gl.C.32-1928|Primary reference Number: 77051|Glaisher MS Catalogue: 2984|Stable URI,Lead-glazed earthenware|Midlands Blackware,Beaker (drinking vessel),"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Cylindrical beaker, with a flaring mouth and spreading base. Red earthenware with brownish-black lead glaze. The handle has been partly restored.",Mid 17th century|Circa 1640 CE - 1660 CE,NA,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77051
437,NA,Maker: Unknown,Accession number: Gl.C.3-1928|Primary reference Number: 77050|Old object number: 3169|Stable URI,Earthenware,Jug,"Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Dark red earthenware jug, unglazed. Flat base, body tapering upwards to the wide flaring mouth, which has a horizontal ridge below it. Loop handle.",14th Century|Circa 1300 - 1400,Medieval,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77050
438,NA,Unknown,Accession number: GL.C.31-1928|Primary reference Number: 77049|Glaisher MS Catalogue: 3929|Stable URI,Lead-glazed earthenware,Mug,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Mug. Red earthenware, covered with an olive-green lead glaze.",16th century|17th Century|Circa 1500 - 1700,NA,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77049
439,NA,Unknown,Accession number: GL.C.30-1928|Primary reference Number: 77048|Old object number: R 908|Stable URI,Lead-glazed earthenware,Bowl,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr",Bowl. Pale red earthenware with lead glaze.,16th century|17th Century|Circa 1500 - 1700,NA,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77048
440,NA,Unknown,Accession number: GL.C.29-1928|Primary reference Number: 77047|Glaisher MS Catalogue: 800|Stable URI,Lead-glazed earthenware,Watering can,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Pear shaped watering-pot. Base pierced. Red earthenware, covered on the shoulders with a clear lead glaze. With a hole in the middle, where pressure from a thumb can control the water flow.",16th century|17th Century|Circa 1500 - 1700,NA,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77047
441,NA,Pottery: Unidentified Pisan pottery (Possibly)|Pottery: Unidentified Pontorme pottery (Possibly),Accession number: Gl.C.28-1928|Primary reference Number: 77046|Glaisher MS Catalogue: 811|Stable URI,Lead-glazed earthenware|Slipware,Pilgrim bottle|costrel|pilgrim flask,"Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Pale red earthenware, partly decorated with red slip marbled with cream, and lead-glazed; the lower part and the underside of the foot are unglazed. The flask stands on a circular foot which rises into a cylindrical stem, above which it bulges out and then contracts into a tall slender, sloping neck with a projecting roll top . On both sides of the bulbous part there are two loops for carrying cords or straps, each moulded with a lion's mask.",Late 16th/17th Century|Circa 1575 CE - 1650 CE,NA,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77046
442,NA,Unknown,Accession number: GL.C.27-1928|Primary reference Number: 77045|Glaisher MS Catalogue: 2873|Stable URI,Lead-glazed earthenware,Puzzle jug,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr",Globular puzzle jug with pierced neck. Earthenware with dark greenish-brown lead glaze.,16th century|17th Century|Circa 1500 - 1700,NA,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77045
443,NA,Unknown,Accession number: GL.C.26-1928|Primary reference Number: 77044|Glaisher MS Catalogue: 794|Stable URI,Lead-glazed earthenware,Puzzle jug,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Puzzle jug. Earthenware, thrown, pierced, coated in a white slip and covered with a mottled green lead glaze. On the front of the body, the date 1571 applied in relief.",16th century|19th century|Circa 1800 - 1900 Production date: AD 1571 : probably a 19th century fake,NA,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77044
444,NA,Unknown,Accession number: GL.C.25-1928|Primary reference Number: 77042|Glaisher MS Catalogue: 3545|Stable URI,Lead-glazed earthenware,Puzzle jug,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Puzzle jug. Earthenware, partly covered in a white slip under a green lead glaze. The date 1569 is applied in high relief on the bulbous body. Loop handle. A sucking spout rises from the rim.",Mid-16th Century|Production date: AD 1569 : authenticity and date doubtful,NA,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/77042
